doc_id,product_id,aspect_name,overall_sentiment,mentions_total,mentions_positive,mentions_negative,summary_text,doc_type,snippet_1_highlight,snippet_1_text,snippet_2_highlight,snippet_2_text,snippet_3_highlight,snippet_3_text
0f2bc1aa-a783-4349-bb83-5478b478f585,B0DGTTKCJX,Comfort,Mixed,50,32,18,"Customers have mixed opinions about the headphones' comfort, with some finding them good and noting the soft ear cushions, while others report discomfort, particularly with the small earcups.",aspect_summary,very comfortable for long hours of use,"""...The ear cushions are super soft, making them very comfortable for long hours of use . The headband is adjustable and feels sturdy yet lightweight....""",soft ear cushions,"""...4. Comfortable & Durable Build The soft ear cushions and adjustable headband ensure a snug and comfortable fit, even after long hours of...""",stiff in ears,"""...Cons:- Good for 2 or 3 hours movie after that feels heavy and stiff in ears it's over the ear..."""
3d396fea-a835-4ecb-8234-2bb6b773aaf3,B0DGTTKCJX,Functionality,Mixed,34,20,14,"Customers report mixed experiences with the headphones' functionality, with some saying they mostly get the job done while others mention issues with the device not turning on or the RGB light stopping to work.",aspect_summary,casual use,"""...and futuristic look, making it perfect for gaming, workouts, or casual use ....""",refuses to work properly,"""...😩😩 - Although mic quality is good, sometimes it just refuses to work properly . The audio doesn't reach the other end at all....""",usable no problem,"""Build quality and sound medium this price But usable no problem thanks"""
7b6168be-77cc-4bdb-acee-c03491d74f98,B0856HY85J,Value for money,Positive,138,645,493,"Customers find these headphones decent for the price, with one customer specifically mentioning they offer great sound quality for the cost.",aspect_summary,affordable Bluetooth headphone,"""...recommend it to anyone looking for a reliable and affordable Bluetooth headphone . Great value for the price!""""",worth the price,"""...Build quality, comfort, battery. In short worth the price !""",Value for money,"""...It's connecting in my pc via AUX and in mobile via Bluetooth. Value for money ."""
6aeb9e58-d50b-4700-9e63-bc732f02e92d,B0856HY85J,Battery life,Positive,143,941,202,"Customers are satisfied with the headphones' battery life, which can last up to 3-4 days on a single charge.",aspect_summary,battery life is great,"""...The battery life is great , and I've been enjoying uninterrupted music and podcasts....""",battery,"""...Rest all the features are very apt. Build quality, comfort, battery . In short worth the price!""",Battery life is also good,"""... Battery life is also good I used to charge once in 4-6days and mostly used bluetooth...."""
34a08063-e176-4a35-bc2f-21d77898dd3b,B0856HY85J,Design,Positive,775,652,123,"Customers appreciate the headphones' unique in-ear design, ergonomic aesthetics, and premium appearance.",aspect_summary,design looks sleek,"""...The build quality is solid, and the design looks sleek and modern. I've been using it for a few weeks now, and it's been performing flawlessly....""",looking very good,"""I purchased black colour which looking very good and sound quality is also very good as well as it is comfortable""",structure is so cool,"""Very good product. Voice is amazing. The structure is so cool . Sound quality is really good. Unexpectedly mic is also great...."""
fad8f16f-2b9c-4ce1-b996-d1dd82c759d7,B0856HY85J,Sound quality,Mixed,128,787,341,"Customers have mixed opinions about the headphones' sound quality, with some finding it decent and good for voice calls, while others find it disappointing and note issues with noise cancellation.",aspect_summary,balanced audio,"""...The sound quality is fantastic, with clear and balanced audio that really enhances my listening experience....""",sound it reproduce is super,"""V good.. sound it reproduce is super .. unlike in-ears no much pain....""",have to speak a little bit louder,"""The mic is not that good.ie., you have to speak a little bit louder to be audible to the other person. Rest all the features are very apt...."""
b831efc2-d018-44b2-9200-f04925fe7ed8,B0856HY85J,Build quality,Mixed,378,738,640,"Customers have mixed opinions about the headphones' build quality, with some finding them decent and noting good durability, while others report low build quality and that they broke.",aspect_summary,build quality is solid,"""...The build quality is solid , and the design looks sleek and modern. I've been using it for a few weeks now, and it's been performing flawlessly....""",Build quality,"""...Rest all the features are very apt. Build quality , comfort, battery. In short worth the price!""",plastic will have a wear and tear,"""...are adjustable but if you change them frequently plastic will have a wear and tear . Fix one position and don't change it frequently."""
39554b3b-a07a-4ad6-a219-27ab8afed712,B0856HY85J,Connectivity,Mixed,618,859,759,"Customers have mixed experiences with the headphones' Bluetooth connectivity, with some reporting great performance and instant pairing, while others mention issues with lag and automatic disconnection.",aspect_summary,Bluetooth connectivity is seamless,"""...The Bluetooth connectivity is seamless , and I can easily pair it with my devices....""",connectivity issues,"""...After one year, I started facing some connectivity issues —whenever there was an incoming call on my phone while the headphones were connected, the...""",no sound delay,"""...While gaming with aux cable on u can get 0 latency( no sound delay ) and can differentiate between lefts and rights and it's really helpful...."""
98d333a7-3a25-4c5b-b6b8-49614cb4706a,B0856HY85J,Comfort,Mixed,615,110,505,"Customers have mixed opinions about the headphones' comfort, with some praising the soft cushion and noting they can be worn for extended periods without discomfort, while others report ear pain after extended use and neck pain lasting up to 4 days.",aspect_summary,comfortable,"""...very good and sound quality is also very good as well as it is comfortable """,comfort,"""...Rest all the features are very apt. Build quality, comfort , battery. In short worth the price!""",Cushions could have been softer,"""... Cushions could have been softer and sweat absorbing- if using in an air conditioned room, this isn't a prob...."""
b51bd9ee-6b56-41a3-826f-c8dc81b3085d,B0856HY85J,Mic quality,Negative,973,54,919,"Customers report issues with the microphone quality, noting that it doesn't work well and is among the worst aspects of the headphones.",aspect_summary,mic is not that good,"""The mic is not that good .ie., you have to speak a little bit louder to be audible to the other person. Rest all the features are very apt....""",only one side works,"""...For example, whenever I plug in the AUX, only one side works , and even that plays very slowly....""",Not upto the mark after 6 months,""" Not upto the mark after 6 months lost its leather material and get lose quickly"""
cb11873a-1494-4d96-8bfb-1f3454043c76,B0B1PXM75C,Battery life,Positive,97,84,13,"Customers are satisfied with the headphones' battery life, with one customer noting that a single charge can last up to 4 days.",aspect_summary,Battery life good,"""...4. One Year Warranty card which u should claim 5. Battery life good lasted me 5 days for a power user like me 6....""",4-5 days on a single charge,"""...work when the volume is 60% .Battery is awesome, 4-5 days on a single charge . Overall the product is awesome. Build quality is amazing....""",reliable battery life,"""...Its comfortable fit and reliable battery life make it perfect for daily use. Bluetooth connectivity is smooth, and the touch controls are responsive...."""
7fe28d4c-73fd-4108-b2cb-f99d0685df05,B0B1PXM75C,Design,Positive,54,54,0,"Customers like the design of these headphones, appreciating their matte finish and good-looking appearance.",aspect_summary,Matte finish,"""...cups are soft and will suit if u have average sized ears h. Matte finish (surface is not reflective) i. Fit on my ears is rather small...""",design good,"""... design good mic quality ok ok sound quality good at 60 - 70 % volume at 100% volume there is leakage of sound...""",sleek design,"""...and play. And Also The Noise Two Wireless Headphone combines sleek design with high-performance audio...."""
fe4062d0-8cb0-440f-82e7-adb35f56b8c0,B0B1PXM75C,Sound quality,Mixed,499,279,220,"Customers have mixed opinions about the headphones' sound quality, with some finding it nice and good in noisy environments, while others report that the sound is just average and some units don't produce any audio at all.",aspect_summary,promised audio bliss,"""...These headphones promised audio bliss , but delivered a symphony of frustration. Let's start with the build quality....""",Volume can get pretty loud,"""...a. Great Noise Cancellation for this price b. Volume can get pretty loud c. Heavy Audio leakage d. Great Bass e. Mids...""",sound quality good,"""...design good mic quality ok ok sound quality good at 60 - 70 % volume at 100% volume there is leakage of sound..."""
fc3556a6-0197-4bcf-a523-71b2961c7528,B0B1PXM75C,Build quality,Mixed,497,256,241,"Customers have mixed opinions about the headphones' build quality, with some praising their construction while others report poor quality and mention units breaking within three months of use.",aspect_summary,Neither too Sturdy not too Flimsy,"""...weight than its competitors (187 grams) c. Neither too Sturdy not too Flimsy d. Foldable (earcups) e. Chance for fingerprint...""",headband snapped like a stale cracker,"""...a sickening crack echoed through my ears as the headband snapped like a stale cracker . Now, I'm a reasonable person. Accidents happen....""",Awesome product,"""i thing its the best in its price....... Awesome product ...."""
028faca8-b07b-4c29-b01e-e586346cfc23,B0B1PXM75C,Value for money,Mixed,183,125,58,"Customers have mixed opinions about the headphones' value for money, with some finding them worth the price and appreciating their sound quality, while others feel they are not worth the investment.",aspect_summary,best in its price,"""i thing its the best in its price ....... Awesome product ....""",Best headphones in this price,""" Best headphones in this price . Bass is awesome and amazing....""",not worth the hassle and heartbreak,"""...The audio, while it lasted, was decent, but not worth the hassle and heartbreak . My advice? Steer clear of this brand and its flimsy promises...."""
a705c70b-3eaa-47fd-a0c4-85fd73b84930,B0B1PXM75C,Comfort,Mixed,142,70,72,"Customers have mixed opinions about the headphones' comfort, with some finding them comfortable and noting they fit well in the ears, while others report discomfort, particularly after an hour of use, and pain in the ear lobes.",aspect_summary,Ear cups are soft,"""...attraction f. Very precisely fits my beefy head g. Ear cups are soft and will suit if u have average sized ears h. Matte finish...""",ears start to pain,"""...that you can't use it continuously for more that 2 hours as your ears start to pain and make discomfort. design good mic quality ok ok...""",comfortable fit,"""...Its comfortable fit and reliable battery life make it perfect for daily use. Bluetooth connectivity is smooth, and the touch controls are responsive...."""
c784302c-a6f1-4480-b323-12e294703adc,B0B1PXM75C,Connectivity,Mixed,100,54,46,"Customers have mixed experiences with the headphones' Bluetooth connectivity, with some finding it great while others report poor performance and frequent disconnections.",aspect_summary,Bluetooth Connectivity is alright,"""...7. Bluetooth Connectivity is alright , only once out of a week did it struggle to connect to my phone but still whenever I turn on my bluetooth pairs...""",Bluetooth connection might a lil bit slow,"""... Bluetooth connection might a lil bit slow but he mic quality is good. It's a good product but can be better for the price.""",ultra-low latency,"""...The Bluetooth 5.3 ensures seamless connectivity and ultra-low latency , while the ergonomic build and lightweight design offer lasting comfort...."""
d544eeb0-ae76-4b4e-87a7-6d4d875a6a8d,B0B1PXM75C,Functionality,Negative,107,26,81,"Customers report significant issues with the headphones' functionality, with multiple units stopping working after a few months of use.",aspect_summary,one side of the headphones dont work,"""...whenever i try to connect it to AUX, one side of the headphones dont work , they do not produce any audio, i have to disconnect nd reconnect, or try...""",left side stops working,"""...2 starts, because I clamed waranty and in only 4 months the left side stops working .Noice claims that it is so durable but it is not....""",love the performance,"""As of now I love the performance and there is just problem with FM & memory card player fault other than that the performance is really good for..."""
d072f95b-566c-489f-9b86-23cb413ad714,B08QTYYNDN,Build quality,Positive,47,43,4,"Customers appreciate the headphones' build quality, noting they are sturdy and well-made.",aspect_summary,battery backup is solid,"""...Very comfortable for long listening sessions and the battery backup is solid too easily lasts me a two days....""",never disappoints with quality,"""JBL never disappoints with quality at the price level""",good condition,"""...Delivered on time and in good condition .The product is functional and meets basic requirements...."""
f6029a85-f8e5-4b7e-98c9-d5d2efd8517f,B08QTYYNDN,Value for money,Positive,44,37,7,Customers find these headphones worth their price.,aspect_summary,worth the price,"""...Bluetooth connectivity is fast and stable Totally worth the price if you want good audio without breaking the bank!""",price point,"""...NOT the best product but for the price point in this brand? I really can't complain....""",lower price,"""...These are better than Sony WH CH510 for sure at a lower price ."""
15137631-9c11-43c1-95ff-e5cd10edd4d0,B08QTYYNDN,Sound quality,Mixed,182,105,77,"Customers have mixed opinions about the headphones' sound quality, with some finding it good while others report that the sound is low and the equalizers fail to increase bass.",aspect_summary,sound quality is crystal clear,"""...headphones for a week now and I'm genuinely impressed The sound quality is crystal clear with punchy bass that doesn't overpower vocals....""",NOT THAT MUCH LOUD,"""THE HEADPHONE IS GOOD AND HAVE IMPRESSIVE SOUND , BUT ITS NOT THAT MUCH LOUD . HOWEVER IT JUSTIFY ITS PRICE ✔️""",sound quality is fine,"""...The meat of the product, The sound quality is fine but the bass, I won't call it great yet won't call it decent...."""
7934ad48-e3a4-49b3-86b3-acb34804c3be,B08QTYYNDN,Quality,Mixed,139,77,62,"Customers have mixed opinions about the headphones' quality, with some finding them excellent while others report receiving defective products.",aspect_summary,HEADPHONE IS GOOD,"""THE HEADPHONE IS GOOD AND HAVE IMPRESSIVE SOUND , BUT ITS NOT THAT MUCH LOUD. HOWEVER IT JUSTIFY ITS PRICE ✔️""",build product feels cheap,"""...I really can't complain. The build product feels cheap , like plastic or maybe is it plastic?...""",rich,"""...Firstly, the sound signature is classic JBL: rich , powerful bass that doesn't overwhelm the clear mids and highs...."""
33376552-f619-432d-a9c9-6ba706e0b0c9,B08QTYYNDN,Comfort,Mixed,56,18,38,"Customers have mixed opinions about the headphones' comfort, with some appreciating the plush ear cushions while others report discomfort and pain in the ears.",aspect_summary,fitting is uncomfortable,"""As expected from JBL, the sound is amazing. But the fitting is uncomfortable .""",hurts in ear for a little longer time,"""...quality is good but some manufacturing problem, it hurts in ear for a little longer time and when I am not listening, can't able to take on my neck""",Very comfortable for long listening sessions,"""... Very comfortable for long listening sessions and the battery backup is solid too easily lasts me a two days...."""
3929af48-eafe-46b9-8290-9a1c29fc6a02,B08QTYYNDN,Battery life,Mixed,48,29,19,"Customers have mixed experiences with the headphones' battery life, with some praising its performance while others report issues with the device not working after 15 days or failing to turn on after 10 days.",aspect_summary,lasts me a two days,"""...listening sessions and the battery backup is solid too easily lasts me a two days ....""",left-side speaker was not working,"""...Upon delivery, the left-side speaker was not working , and there was no return option available....""",battery is fine,"""...The battery is fine , since I use it on everyday basis I think, I can get at best 3 to 4 hours a day without charging for a week's use...."""
d150d04d-239c-4ae2-84df-5ffec38fa7bd,B08QTYYNDN,Connectivity,Mixed,28,15,13,"Customers have mixed experiences with the headphones' connectivity, with some praising the awesome connectivity and dual pairing capability, while others report issues with disconnections and pairing problems.",aspect_summary,stable,"""...Bluetooth connectivity is fast and stable Totally worth the price if you want good audio without breaking the bank!""",disconnection pairing issues,"""Very good headphones. Sometimes there are disconnection pairing issues but sounds amazing""",Bluetooth 5.0 connectivity,"""... Bluetooth 5.0 connectivity ensures a stable connection with minimal dropouts, and I appreciate the dual pairing feature that allows me to connect to..."""
da004696-ea76-4121-ad24-666f7929114f,B08QTYYNDN,Fit,Negative,29,8,21,"Customers report issues with the headphones' fit, noting that they are small in size and become tight even after expanding.",aspect_summary,small,"""...on my phone, mic is okayish BUT it is not comfortable at all, it is small , and i tested it on my friends as well and they found it small as well....""",tight even after expanding,"""It’s very uncomfortable on ear. It’s tight even after expanding and might be small for some users. Cushion quality is not good....""",compact,"""...is that both the speakers can be folded into the headband to make it compact ...."""
73c6b39d-4bc5-4167-8a0c-f858a40d047c,B09QL3K2GD,Sound quality,Positive,365,275,90,"Customers praise the headphones' sound quality, with good voice and bass performance, and one customer noting reliable noise cancellation.",aspect_summary,Mic quality is decent for indoor use,"""...Audio separation is good Upto date features Mic quality is decent for indoor use Charges quickly Handy control buttons...""",Sound Quality,"""...💸 Here’s why : 🎵 Sound Quality : The deep bass is impressive, making music, calls, and podcasts sound great....""",bass is good mic,"""...it for playing games mostly and there is almost no voice leak, bass is good mic i didnt test but chatgpt said it was better than most and design is..."""
887f4665-d40c-4d9d-b4d5-d09c7de73aae,B09QL3K2GD,Battery life,Positive,89,81,8,"Customers are satisfied with the headphones' battery life, noting its top-notch performance and high capacity, with one customer mentioning it still has 30% charge remaining.",aspect_summary,Battery Life,"""...🔋 Battery Life : Up to 15 hours of playtime means you don’t have to worry about constant charging....""",good battery life also excellent,"""...it's adjustable to 4 cm each side and overall everything good battery life also excellent """,battery life,"""Pros - good sound , battery life and calling is also good Cons - less comfortable pain in ear after 30 min of use..."""
e6aa2a81-b092-418e-9d8b-2c3d6c69688a,B09QL3K2GD,Build quality,Mixed,447,278,169,"Customers have mixed opinions about the headphones' build quality, with some finding them very good while others describe them as average.",aspect_summary,solid choice,"""...Despite minor sound leakage, they are a solid choice for those seeking quality over-the-ear wireless headphones without breaking the bank.""",product is faulty,"""...It’s clear that the product is faulty , and no amount of troubleshooting has made a difference....""",durable,"""...If you’re looking for durable , convenient, and high-quality headphones, the Boat Rockerz 245 is a fantastic deal! 🔥..."""
825822f6-f3ca-49f1-bd82-edf492d4a587,B09QL3K2GD,Value for money,Mixed,170,118,52,"Customers have mixed opinions about the headphones' value for money, with some finding them an amazing deal while others consider them a waste of money.",aspect_summary,affordable over-the-ear wireless option,"""The boAt Rockerz 425 headphones are an affordable over-the-ear wireless option that offers a blend of comfort, functionality, and sound quality....""",price point,"""...❌ What’s Missing: No noise cancellation, but honestly, at this price point , the overall performance makes up for it....""",headphones are useless,"""...This purchase has been a total waste of time and money. The headphones are useless , the seller is unresponsive, and Amazon’s customer service is..."""
a2918319-e68d-4f18-8113-260effd73eae,B09QL3K2GD,Functionality,Mixed,142,54,88,"Customers have mixed experiences with the headphones' functionality, with some reporting good performance while others mention that the product stops working.",aspect_summary,refused to show up on any device,"""...For like half an hour the headphones simply refused to show up on any device even though it was charged and turned on....""",functionality,"""...over-the-ear wireless option that offers a blend of comfort, functionality , and sound quality. Design and Comfort...""",Product is not working,""" Product is not working please refund"""
aaf3a618-0dde-4228-9cff-a75e39a11a93,B09QL3K2GD,Comfort,Mixed,98,53,45,"Customers have mixed opinions about the headphones' comfort, with some finding them soft and well-fitting, while others report they are very uncomfortable on the ears and painful to wear for extended periods.",aspect_summary,ultra-soft cushions,"""...feature rotating ear cups and an adjustable headrest with ultra-soft cushions , ensuring a comfortable fit for extended listening sessions....""",less comfortable pain in ear,"""...Cons - less comfortable pain in ear after 30 min of use Sometimes auto disconnect (not frequently but faces issue 2-3 times)...""",Comfortable,"""...🪶 Comfortable & Lightweight: Perfect for all-day wear without any discomfort...."""
2909210b-2f1e-4dde-9db9-1276ec3f4614,B09QL3K2GD,Charging ability,Mixed,89,33,56,"Customers have mixed experiences with the headphones' charging ability, with some reporting quick power-up and good performance, while others mention issues with the device not turning on and the battery stopping to work after a month of use.",aspect_summary,connective system is very slow,"""...And connective system is very slow """,Charges quickly,"""...Upto date features Mic quality is decent for indoor use Charges quickly Handy control buttons...""",Charging speed don't know yet,"""...while connecting with my phone. Charging speed don't know yet . Yes,It is comfortable...."""
ebe054e4-82c0-4b9d-84c0-75929406abbb,B09QL3K2GD,Connectivity,Negative,112,33,79,"Customers report multiple connectivity issues with the headphones, including difficulty pairing with phones, automatic connection and disconnection, and problems with the right side connection.",aspect_summary,headphones simply refuse to pair,"""...phones, including different brands and models, but the headphones simply refuse to pair ....""",DOESNT get connected,"""...tho its sound quality aint pretty bad, whats the point if it DOESNT get connected !!! It has not even touched a year before showing problems up.""",dual pairing feature allows simultaneous connection to two devices,"""...The dual pairing feature allows simultaneous connection to two devices , enhancing multitasking capabilities...."""
0986cba1-d016-4913-b642-cc107f6189bb,B0DQPKH93F,Value for money,Positive,289,240,49,"Customers find these earphones offer good value for money, with one customer noting they are not harsh on ears.",aspect_summary,worth every penny,"""...All in all really good product, worth every penny and I'm soooo buying it again whenever this one goes out.""",Good product for the price,""" Good product for the price . The microphone position is superb, but it did stop working within a few months of use. The audio is fair....""",Worth for the money,"""It was good at fast but broke after 3 months of use. Worth for the money though. There was no functionality issue."""
7788276b-7ab7-41ac-a699-ffe3c8bdadfe,B0DQPKH93F,Design,Positive,65,65,0,"Customers like the design of these earphones, finding them beautiful and appreciating their colors, with one customer specifically mentioning the pink shade.",aspect_summary,fair enough design,"""...actually your money’s worth as they are good quality build and fair enough design ....""",design,"""...It's design , wire length, connectivity and mic functionity is absolutely perfect as well as easy to use. This product is really a class apart....""",Very suitable colourful product,""" Very suitable colourful product ."""
877e9c47-d385-4543-8982-e2aac8a8ad20,B0DQPKH93F,Build quality,Mixed,585,386,199,"Customers have mixed opinions about the build quality of these earphones, with some finding them good while others report issues with the wire quality and durability.",aspect_summary,really good product,"""...All in all really good product , worth every penny and I'm soooo buying it again whenever this one goes out.""",Too gud,""" Too gud ...about three months i m still using with no difficulty...voice aWsm....must buy..""",wires look fragile,"""...The audio is fair. It still works after 1.5 years. The wires look fragile but have somehow lasted for me"""
e3397d38-d0e6-4424-aa3c-c89475ef02a2,B0DQPKH93F,Sound quality,Mixed,425,283,142,"Customers have mixed opinions about the headphones' sound quality, with some finding it very good and appreciating the balanced bass and treble, while others report issues with poor noise cancellation.",aspect_summary,bass is off the roof,"""...The mic quality is too notch, functions really well, it's bass is off the roof , connects easily and man it's really good for gaming as well!...""",audio is fair,"""...The audio is fair . It still works after 1.5 years. The wires look fragile but have somehow lasted for me""",sound quailty is not of a 14 mm driver,"""...not fit my ear, even after pressing hard onto ears the sound quailty is not of a 14 mm driver ...."""
d2637b8b-adc5-4b4b-8057-a95aab9f34e6,B0DQPKH93F,Fit,Mixed,47,19,28,"Customers have mixed opinions about the headphones' fit, with some finding them easy to insert while others report they don't sit properly in their ears.",aspect_summary,does not fit my ear,"""...The first thing is it does not fit my ear , even after pressing hard onto ears the sound quailty is not of a 14 mm driver....""",fiting in ear Is awesome,"""...Sound is good like boat earphones And fiting in ear Is awesome ...""",Ear bud needs to be little smaller,"""It sometimes hurts the ear. Ear bud needs to be little smaller or needs to have the rubber cushion."""
d021ed37-3460-4ebd-a0af-7d7788cd17fd,B0DQPKH93F,Wire quality,Mixed,37,21,16,"Customers have mixed opinions about the wire quality of these earphones, with some praising the tangle-free design while others criticize the thin wires and poor outer material.",aspect_summary,Wire length is perfect,"""... Wire length is perfect .""",wires are light,"""Update: even after using 3months working fine, but wires are light so must handle with care. Sound Quality wise too notch....""",wires are tangle free,"""...The earphone and mic sound are both clear. The wires are tangle free and the wire casing feels premium, and the earpiece plastic wears decently...."""
724c99ab-00a6-405a-9352-25597c08f77a,B0DQPKH93F,Functionality,Negative,145,34,111,"Customers report significant issues with the headphones' functionality, with multiple customers noting that the microphone stops working within weeks of use.",aspect_summary,stop working within a few months of use,"""...The microphone position is superb, but it did stop working within a few months of use . The audio is fair. It still works after 1.5 years....""",mic is not efficient,"""The mic is not efficient , need to keep it close to the mouth. Ear peice is good for calls not for listening to music.""",useless,"""...Please spend more money and get a better product. This is useless """
b16f2828-fa19-4c1d-b442-daf92e6bb178,B0DQPKH93F,Comfort,Negative,97,28,69,"Customers find the headphones uncomfortable, reporting pain in the ears that worsens with prolonged use.",aspect_summary,sometimes hurts the ear,"""It sometimes hurts the ear . Ear bud needs to be little smaller or needs to have the rubber cushion.""",Design is very uncomfortable,""" Design is very uncomfortable .... plastic build. Although call quality is good.""",seamless,"""...Connectivity - 10/10 it is seamless and given that mic is nearer to mouth one can hear clearly on the other side...."""
4c1caf90-9d7f-4fed-bb50-a3fccae35205,B09XS7JWHH,Sound quality,Positive,364,263,101,"Customers praise the headphones' sound quality, highlighting their brilliant noise cancellation and ability to listen to music in high quality.",aspect_summary,first experience with noise cancellation,"""...Noise cancellation (N.C.): These headphones are my first experience with noise cancellation . When NC is turned on, it is silent. Zero noise....""",easily hear person talking,"""...You can easily hear person talking at moderate volume in same room( reduce by a bit ) or even to next room if someone it talking loud or moderately...""",lossless quality musics,"""...worth it when u use this sony headphone with NC and HiRes/ lossless quality musics .. or if u have iPhone use apple music it supports lossless quality..."""
c920ebdb-ae9a-4b44-abe9-fe92f618ff87,B09XS7JWHH,Quality,Positive,195,157,38,"Customers find these headphones to be of excellent quality, with good noise cancellation performance.",aspect_summary,best consumer headphones,"""...Final Verdict: I can say that these headphones are the best consumer headphones ....""",great headphone,"""...battery back up, ANC combined with the best mic makes it a great headphone one can ever have....""",best all-around headphones,"""...If you’re looking for the best all-around headphones , the Sony XM5 should be at the top of your list. Highly recommended!"""
11f4aebd-73a1-4630-a1ae-3d9a3d79a32c,B09XS7JWHH,Battery life,Positive,60,51,9,"Customers are satisfied with the headphones' battery life, which provides up to 30 to 40 hours of playback on a single charge.",aspect_summary,monstrous battery back up,"""...The dual connectivity, monstrous battery back up , ANC combined with the best mic makes it a great headphone one can ever have....""",Battery performance is excellent,"""... Battery performance is excellent and with average use you can easily get a week out of it in one charge. It also gets charged very fast....""",No problem while using for long durations,"""... No problem while using for long durations ...."""
6d6f4208-bafd-444d-8cfb-91107a2c1c79,B09XS7JWHH,Comfort,Mixed,128,87,41,"Customers have mixed opinions about the headphones' comfort, with some praising the plush ear cushions and fit, while others report discomfort, particularly noting that the headband starts to hurt after extended use.",aspect_summary,very comfortable for longer use,"""...headphones for more than week and I would say device is very comfortable for longer use ( watching movies) , quite light weight , controls are easy...""",comfortable for long periods,"""...The design is sleek, comfortable for long periods , and they feel super premium....""",hurts a little on my head,"""...The only thing is, that the headband is thin and hurts a little on my head after wearing it for a few hours...."""
c877ecd0-b7e5-4e80-931e-6ed6838710f2,B09XS7JWHH,Value for money,Mixed,89,53,36,"Customers have mixed opinions about the headphones' value for money, with some finding them worth the price while others consider them not a good investment.",aspect_summary,best value for the price,"""...I want to get the best value for the price . These headphones are costly and I don't want to go wrong with my purchase decision....""",costly product,"""... costly product without sweat proof""",Worth the money,"""... Worth the money . 20K just buy it. Thanks. Wish u great life ahead guys."""
c28b8f51-871b-4c41-8fd6-61dcc80a0b4e,B09XS7JWHH,Build quality,Mixed,79,46,33,"Customers have mixed opinions about the headphones' construction, with some praising their build quality while others report issues with fragile design and defective units.",aspect_summary,made of high-quality plastic,"""...Build quality: These are made of high-quality plastic and feel lightweight and comfortable to wear for longer durations....""",cheap and plasticky,"""...These are very lightweight, people complain them for feeling cheap and plasticky thats obvious you dont get lightweight with metal constructions,...""",build also is good,"""...The build also is good and this is a keeper...."""
fd745dd2-c7e7-47c9-a901-0da8499a4d87,B09XS7JWHH,Connectivity,Mixed,66,41,25,"Customers have mixed experiences with the headphones' Bluetooth connectivity, with some praising the seamless connection with multiple devices while others report worse performance.",aspect_summary,dual connectivity,"""...The dual connectivity , monstrous battery back up, ANC combined with the best mic makes it a great headphone one can ever have....""",dynamic range,"""...Instrument separation is good and so is the dynamic range . Imaging is also good making it perfect for movies....""",can only connected with single device,"""...it needs to be recharged everyday > It can only connected with single device ...."""
1f9bd0cf-69e8-42a4-9883-9754a750c4cd,B09XS7JWHH,Functionality,Mixed,56,36,20,"Customers have mixed experiences with the headphones' functionality, with some reporting that they work very well, particularly with Microsoft Teams, while others mention that they stop working or don't respond half the time.",aspect_summary,ANC works fine,"""...It also gets charged very fast. ANC works fine (better than my Airpods Pro)and blocks most of the noise quite well....""",top-tier performance,"""...In summation, with their comprehensive features and top-tier performance , the Sony WH-1000XM5 headphones are a great choice for anyone seeking...""",They don't have a flat response,"""... They don't have a flat response and I would not use these as a replacement to my reference studio headphones but that being said I would not carry..."""
04b0c8e2-2d9b-4db3-9fca-29fcb2bc397e,B0863FR3S9,Sound quality,Positive,58,767,291,"Customers praise the headphones' sound quality, noting that they effectively cancel low-frequency sounds and flight noises, with crystal clear and loud voice transmission.",aspect_summary,sounds marginally better overall,"""...Short read: Why I picked this over the Bose QC45 - sounds marginally better overall (with loads of room in the low end for those who like heavy bass)...""",enables your headphones to pause automatically,"""...This feature enables your headphones to pause automatically the instant you start speaking, and shall remain pause for about 20 secs and resume on...""",can listen in quite low volume,"""...Which could be looked in other way i.e. you can listen in quite low volume than you used to...."""
a51b0f73-2b41-4636-8224-b57f62056533,B0863FR3S9,Quality,Positive,651,611,40,"Customers praise these headphones for their exceptional build quality and call performance, with one customer noting the high-quality Bluetooth codecs.",aspect_summary,ANC is best-in-class,"""...The ANC is best-in-class and made for frequent travelers. It's one of those things that will last you years and years of use if you look after them....""",go good with everything,"""...These go good with everything . 12....""",Good enough carrying case,"""...3. Good enough carrying case of the headphones. 4. Less weight as compared to other premium offerings in this segment. 5...."""
edd15aa0-5b6f-4091-9e4f-d92315616308,B0863FR3S9,Comfort,Positive,272,200,72,"Customers find these headphones comfortable, with plush earcups and a premium feel, noting that their ears don't hurt during use.",aspect_summary,cushions are soft,"""...The cushions are soft and don't hurt your ears. Orders of magnitude more comfortable than my M50x, and easily the best other than the Bose QC line....""",feather touch to your ears,"""...making it a painful experience, but these headphones give a feather touch to your ears , even if you are specy or even while wearing a face mask....""",Headphone won't cause pain in ear,"""... Headphone won't cause pain in ear . But cabin pressure and heat and sweat are problematic. It won't cause headache to me...."""
