product_id,product_url,title,price,category_scraped,image_paths,source_folder,product_type
B0BS1RT9S2,https://www.amazon.in/Sony-Bluetooth-Headphones-Multipoint-Connectivity/dp/B0BS1RT9S2,"Sony WH-CH520 Wireless Bluetooth Headphones with Mic, Up to 50Hrs Battery, Quick Charge, DSEE Upscale, Multipoint Connectivity, Voice Assistant, Customized EQ-Blue","₹3,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0BS1RT9S2_img1.jpg,B0BS1RT9S2_img2.jpg",final_data2_amazon,On-Ear
B0DFHGX8R3,https://www.amazon.in/Boult-Bluetooth-Headphones-Playtime-Charging/dp/B0DFHGX8R3,"Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, Easy Control, IPX5 headphones wireless with mic (Beige)","₹1,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0DFHGX8R3_img1.jpg,B0DFHGX8R3_img2.jpg",final_data2_amazon,Over-Ear
B0DFDT1TWC,https://www.amazon.in/Marshall-Monitor-Canceling-Bluetooth-Headphones/dp/B0DFDT1TWC,Marshall Monitor III Active Noise Canceling Over Ear Bluetooth Headphones,"₹29,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0DFDT1TWC_img1.jpg,B0DFDT1TWC_img2.jpg",final_data2_amazon,Over-Ear
B08CHPGTSF,https://www.amazon.in/Zebronics-Zeb-200HM-Headphone-Mic/dp/B08CHPGTSF,"Zebronics Zeb-200HM Wired On Ear Headphone with Mic, Dual 3.5mm Connectors, Adjustable Headband for PC Computers/Laptop (Black)",₹449.00,Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Computers & Accessories > Accessories & Peripherals > Audio & Video Accessories > PC Headsets,"B08CHPGTSF_img1.jpg,B08CHPGTSF_img2.jpg",final_data2_amazon,PC Headsets
B0D5HJNQD9,https://www.amazon.in/boAt-Rockerz-460-Headphones-Assistant/dp/B0D5HJNQD9,"boAt Rockerz 460 Wireless Over Ear Headphones w/Up to 30hrs Playtime, 40mm Drivers, Beast™ Mode, ENx™, Dual Pairing, BT v5.2, Instant Voice Assistant, Adaptive Fit(Crimson White)","₹1,199.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0D5HJNQD9_img1.jpg,B0D5HJNQD9_img2.jpg",final_data2_amazon,Over-Ear
B0B5RL2G3S,https://www.amazon.in/ZEBRONICS-Headphone-Neodymium-Suspension-Controller/dp/B0B5RL2G3S,"ZEBRONICS Jet Premium Wired Gaming On Ear Headphone with LED Light for earcups, 40mm Neodymium Drivers, 2 Meter Braided Cable, Flexible mic, Suspension Headband, 3.5mm + USB Connector (Black + Blue)",₹799.00,Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Computers & Accessories > Accessories & Peripherals > PC Gaming Peripherals > Headsets,"B0B5RL2G3S_img1.jpg,B0B5RL2G3S_img2.jpg",final_data2_amazon,Headsets
B07GQD4K6L,https://www.amazon.in/Boat-BassHeads-100-Inspired-Earphones/dp/B07GQD4K6L,boAt Bassheads 100 in Ear Wired Headphones Earphones with Mic (Furious Red),₹349.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > In-Ear","B07GQD4K6L_img1.jpg,B07GQD4K6L_img2.jpg",final_data2_amazon,In-Ear
B0BS74M665,https://www.amazon.in/Sony-Cancellation-Headphones-Multi-Point-Connection/dp/B0BS74M665,"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 50 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (White)","₹8,789.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0BS74M665_img1.jpg,B0BS74M665_img2.jpg",final_data2_amazon,Over-Ear
B08KHT2HDT,https://www.amazon.in/Marshall-Major-Foldable-Bluetooth-Headphones/dp/B08KHT2HDT,"Marshall Major IV Wireless On-Ear Headphones with 80+ Hours of Playtime, Multi-Dimensional Control Knob, Wireless Charging- Black","₹8,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B08KHT2HDT_img1.jpg,B08KHT2HDT_img2.jpg",final_data2_amazon,On-Ear
B0CVGYY9DM,https://www.amazon.in/ZEBRONICS-PRO-Headphone-Bluetooth-Assistant/dp/B0CVGYY9DM,"ZEBRONICS Thunder PRO Over Ear Wireless Headphone with Dual Pairing, Gaming Mode, ENC, Bluetooth, Call Function, Aux, Micro SD, Voice Assistant, Deep Bass, Up to 60h Backup (Beige)",₹999.00,"Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CVGYY9DM_img1.jpg,B0CVGYY9DM_img2.jpg",final_data2_amazon,Over-Ear
B0C3HCD34R,https://www.amazon.in/soundcore-Bluetooth-Headphones-Cancelling-Personalization/dp/B0C3HCD34R,"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)","₹4,499.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0C3HCD34R_img1.jpg,B0C3HCD34R_img2.jpg",final_data2_amazon,Over-Ear
B0D2HKCMBP,https://www.amazon.in/SHOKZ-Conduction-Headphones-Cancelling-Waterproof/dp/B0D2HKCMBP,"SHOKZ OpenRun Pro 2 Bone Conduction Sports Headphones, Open-Ear Wireless Earphones with Bluetooth 5.3, Noise Cancelling Mics, IP55 Waterproof, 12h Playtime for Running, USB-C Qiuck Charge (Black)","₹17,999.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Open-Ear Headphones","B0D2HKCMBP_img1.jpg,B0D2HKCMBP_img2.jpg",final_data2_amazon,Open-Ear Headphones
B0DGTT5733,https://www.amazon.in/boAt-Rockerz-551-ANC-Pro/dp/B0DGTT5733,"boAt New Launch Rockerz 551 ANC Pro, 42dB Hybrid Adaptive ANC, App Support, 72Hrs Battery, 40mm Titanium Drivers,ENx Tech,Foldable Cups Bluetooth Over Ear Headphones with Mic (Cosmic Black)","₹3,799.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0DGTT5733_img1.jpg,B0DGTT5733_img2.jpg",final_data2_amazon,Over-Ear
B0CD1FHLMH,https://www.amazon.in/soundcore-Headphones-Lightweight-Comfortable-Connectivity/dp/B0CD1FHLMH,"soundcore by Anker H30i Wireless On-Ear Headphones, Foldable Design, Pure Bass, 70H Playtime, Bluetooth 5.3, Lightweight and Comfortable, App Connectivity, Multipoint Connection (Black)","₹1,899.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > On-Ear","B0CD1FHLMH_img1.jpg,B0CD1FHLMH_img2.jpg",final_data2_amazon,On-Ear
B0CCZ1HQ39,https://www.amazon.in/Bose-QuietComfort-Wireless-Cancelling-Headphones/dp/B0CCZ1HQ39,"Bose New QuietComfort Ultra Wireless Noise Cancelling Headphones with Spatial Audio, Over-The-Ear Headphones with Mic, Up to 24 Hours of Battery Life, White Smoke","₹28,699.00","Mobiles & Accessories > Laptops & Accessories > TV & Home Entertainment > Audio > Cameras > Computer Peripherals > Smart Technology > Musical Instruments > Office & Stationery > Electronics > Headphones, Earbuds & Accessories > Headphones > Over-Ear","B0CCZ1HQ39_img1.jpg,B0CCZ1HQ39_img2.jpg",final_data2_amazon,Over-Ear
