full_image_path,product_id,generated_captions_json
/Users/amankumar/Desktop/Aims/final data/images/B0CZF1H82V_img2.jpg,B0CZF1H82V,"[""a detailed description of the product : black headphones on a white background"", ""this is an image of a picture of a pair of headphones"", ""headphones, one black and one white, are not very comfortable"", ""features of this product : headphones are very comfortable and comfortable to wear"", ""an image of a pair of black headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CWVX1GNX_img1.jpg,B0CWVX1GNX,"[""a detailed description of the product :ly designed to look like a sony headphone"", ""view of a black headphone with mic and bluetooths laying on top"", ""a contain of a pair of headphones that have a remote"", ""this is an image of a sony headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CWVX1GNX_img2.jpg,B0CWVX1GNX,"[""an image of a black and white photo of a handbag"", ""strap for black purse that is very thin"", ""features of this product : of this item, this is a picture of a black purse"", ""this is an image of a purse with a strap in front"", ""a detailed description of the product : in black and white""]"
/Users/amankumar/Desktop/Aims/final data/images/B0BS1RT9S2_img1.jpg,B0BS1RT9S2,"[""features of this product : headphones have a built - in microphone and a built - in mic"", ""there is a pair of headphones sitting on top of each other"", ""bone bone conduct over head headphones"", ""the sony blue headphones are ready for use on the white background"", ""a detailed description of the product : headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0BS1RT9S2_img2.jpg,B0BS1RT9S2,"[""microphone with large cord"", ""features of this product : headphones are very comfortable and comfortable"", ""a detailed description of the product : headphones"", ""headphones are blue with the strap around the ear"", ""there is a pair of headphones sitting on top of each other""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DFHGX8R3_img1.jpg,B0DFHGX8R3,"[""blank photograph of a pair of headphones sitting on top of each other"", ""there is a pair of headphones that are on top of each other"", ""bose noise - control bluetooth headphones in white finish with digital controls"", ""a detailed description of the product : white headphones on a white background"", ""features of this product : white headphones with a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DFHGX8R3_img2.jpg,B0DFHGX8R3,"[""gray headphone of white color"", ""white headphones are being held on a small wire"", ""there is a pair of headphones sitting on top of each other"", ""features of this product : white headphones"", ""a detailed description of the product : headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DFDT1TWC_img1.jpg,B0DFDT1TWC,"[""peap pk - 100 headphones with mic and leather case"", ""features of this product : black marshall headphones"", ""this is an image of a marshall marshall marshall headphones"", ""audio - tech headphones made of leather and with a leather headband"", ""a detailed description of the product : marshall headphones""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DFDT1TWC_img2.jpg,B0DFDT1TWC,"[""a close up of a small backpack with headphones attached"", ""audio control for the sony stereo headphones"", ""features of this product : of the headphones are not included"", ""a detailed description of the product : headphones"", ""a close up of a pair of headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B08CHPGTSF_img1.jpg,B08CHPGTSF,"[""there is a black headset with a microphone attached to it"", ""nixon headphones are the most convenient and comfortable headset for gaming"", ""##toothed black wired headphone on top of headphone stand"", ""a detailed description of the product : headset with a microphone"", ""features of this product : of a headset with a microphone""]"
/Users/amankumar/Desktop/Aims/final data/images/B08CHPGTSF_img2.jpg,B08CHPGTSF,"[""an image of a black and white photo of a pair of headphones"", ""black and white photograph of headphones photograph"", ""picture of the large headphones are being used to make the headphones look good"", ""a detailed description of the product : headphones on a white background"", ""features of this product : of the headphones""]"
/Users/amankumar/Desktop/Aims/final data/images/B0D5HJNQD9_img1.jpg,B0D5HJNQD9,"[""an image of a pair of headphones sitting on top of each other"", ""features of this product : headphones are very comfortable and comfortable"", ""braun - schwarz design hi - fi audio on - ear headset"", ""a detailed description of the product : on - ear headphones"", ""senio headphone - headset for listening music on or off the headset""]"
/Users/amankumar/Desktop/Aims/final data/images/B0D5HJNQD9_img2.jpg,B0D5HJNQD9,"[""a close up of a pair of headphones on a white background"", ""sony px headset for psx black white"", ""the headphones are white and black"", ""a detailed description of the product : headphones on a white background"", ""features of this product : of the headphones""]"
/Users/amankumar/Desktop/Aims/final data/images/B0B5RL2G3S_img1.jpg,B0B5RL2G3S,"[""rocco gamer over - ear headset / black"", ""these gaming headsets look great for both adults and adults, but are not"", ""a detailed description of the product : gaming headset"", ""features of this product : of a gaming headset""]"
/Users/amankumar/Desktop/Aims/final data/images/B0B5RL2G3S_img2.jpg,B0B5RL2G3S,"[""isolated image of a pair of gaming headset that could be used in a game"", ""this is a picture of a pair of headphones sitting on top of each other"", ""features of this product : of the headphones are not included"", ""a detailed description of the product : with a microphone and headphones"", ""they are sitting next to each other and having headphones for the game""]"
/Users/amankumar/Desktop/Aims/final data/images/B07GQD4K6L_img1.jpg,B07GQD4K6L,"[""features of this product : red in - ear headphones"", ""a detailed description of the product : red earphones on a white background"", ""an image of a pair of red earphones on a white background"", ""red earphones are laying beside each other ready to perform"", ""in ear stereo headphones with built - in microphone, suitable to control your smartphone""]"
/Users/amankumar/Desktop/Aims/final data/images/B07GQD4K6L_img2.jpg,B07GQD4K6L,"[""another picture of a pair of metal red flowers have been drawn in a pencil"", ""features of this product : red earbuds with a white background"", ""there are two red flowers that are sitting on a pole"", ""a detailed description of the product : of the same color as the flower"", ""gears of flower stems against a white background with space for text""]"
/Users/amankumar/Desktop/Aims/final data/images/B0BS74M665_img1.jpg,B0BS74M665,"[""beatsear over ear headphones with microphone and mic, sony"", ""underside of sony ' s headphones featuring a white color palette"", ""a detailed description of the product : white headphones on a white background"", ""features of this product : white headphones with a built - in microphone"", ""this is an image of a pair of headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0BS74M665_img2.jpg,B0BS74M665,"[""features of this product : white headphones with mic and volume control"", ""an image of a pair of headphones sitting on top of each other"", ""silver headphone with black speaker sitting on white surface"", ""a detailed description of the product : white headphones on a white background"", ""hp500 wireless headphone - headset for smartphone and desktop, wired, white""]"
/Users/amankumar/Desktop/Aims/final data/images/B08KHT2HDT_img1.jpg,B08KHT2HDT,"[""a detailed description of the product : black headphones on a white background"", ""features of this product : black headphones with a white background"", ""##table headphones with noise control on a white background"", ""motorola wh - p350 noise - absorbing bluetooth headphones in black"", ""there is a pair of black headphones on a white surface""]"
/Users/amankumar/Desktop/Aims/final data/images/B08KHT2HDT_img2.jpg,B08KHT2HDT,"[""the ring is in the middle of the ring and is made of black glass beads"", ""an image of a black and white photo of a bracelet"", ""a detailed description of the product : in black on a white background"", ""black bracelet with black beads and flowers sitting on white background"", ""features of this product : of this item is a black bead bracelet with black beads""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CVGYY9DM_img1.jpg,B0CVGYY9DM,"[""there is a pair of headphones that are on top of each other"", ""a detailed description of the product : white headphones on a white background"", ""features of this product : white headphones are very comfortable and comfortable"", ""astro audio x - headphones - white - headphones - astro audio x - headphones - astro audio - 7"", ""cream colored over ear headphones with noise control and mic""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CVGYY9DM_img2.jpg,B0CVGYY9DM,"[""fuzzy white headphones with cord on top"", ""there is a pair of headphones sitting on top of each other"", ""features of this product : white headphones with a white background"", ""pair of white headphones resting on each other on a white surface"", ""a detailed description of the product : headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0C3HCD34R_img1.jpg,B0C3HCD34R,"[""beatsport dx2 wireless headphones with control buttons"", ""an image of a pair of black headphones on a white background"", ""a detailed description of the product : headphones on a white background"", ""##tooths - earphones a4 wireless noise control headphone - grey"", ""features of this product : headphones are very comfortable and comfortable to use""]"
/Users/amankumar/Desktop/Aims/final data/images/B0C3HCD34R_img2.jpg,B0C3HCD34R,"[""gray headphones in a black and white photo"", ""an image of a pair of headphones sitting on top of each other"", ""features of this product : headphones are very comfortable and comfortable to wear"", ""a detailed description of the product : headphones on a white background"", ""microsoft windows wireless headphones with a cable to the headset""]"
/Users/amankumar/Desktop/Aims/final data/images/B0D2HKCMBP_img1.jpg,B0D2HKCMBP,"[""a detailed description of the product : of the sony walkie talkie"", ""samsung headphones with earpods are a good accessory for bluetoothing"", ""an image of a pair of headphones that are connected to each other"", ""features of this product : of the samsung bluetooth headset"", ""motorola cell phone in action with the microphone attached and charging cord on""]"
/Users/amankumar/Desktop/Aims/final data/images/B0D2HKCMBP_img2.jpg,B0D2HKCMBP,"[""features of this product : of a pair of earphones on a white background"", ""headphones of silver metal are lined on top of a white background"", ""a detailed description of the product : in black and white"", ""earphones that are open are in the shape of ears"", ""this is a black and white photo of a pair of ear buds""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DGTT5733_img1.jpg,B0DGTT5733,"[""a close up of a pair of headphones on a white background"", ""plantronon p10i black wireless headphones available from rs"", ""a picture closeup of a pair of black headphones on a white background"", ""a detailed description of the product : headphones on a white background"", ""features of this product : headphones are very comfortable and comfortable to use""]"
/Users/amankumar/Desktop/Aims/final data/images/B0DGTT5733_img2.jpg,B0DGTT5733,"[""samsung galaxy on ear headphones"", ""microphone and headphones for the iphone"", ""an image of a pair of headphones sitting on top of each other"", ""features of this product : headphones have a built - in microphone and a built - in mic"", ""a detailed description of the product : headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CD1FHLMH_img1.jpg,B0CD1FHLMH,"[""features of this product : headphones have a built - in microphone and a built - in mic"", ""a close up of a pair of headphones on a white background"", ""a detailed description of the product : black headphones"", ""there are a pair of headphones with black cover on"", ""black wireless headphones and mic with microphone on a white surface""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CD1FHLMH_img2.jpg,B0CD1FHLMH,"[""they are very good audio and a lot of attention to how it ' s made"", ""sony on ear wireless stereo headphones - black photo"", ""features of this product : headphones are black and white"", ""a detailed description of the product : black and white"", ""black and white photo of a pair of headphones on a white background""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CCZ1HQ39_img1.jpg,B0CCZ1HQ39,"[""bluediore headphones with noise blocking and ear cushions for adults"", ""features of this product : headphones have a built - in microphone and a built - in mic"", ""a close up of a pair of headphones on a white background"", ""the bose bluetooth wireless headphones are sitting in the corner of the display"", ""a detailed description of the product : bluetooth headphones""]"
/Users/amankumar/Desktop/Aims/final data/images/B0CCZ1HQ39_img2.jpg,B0CCZ1HQ39,"[""the headphones are white and have black buttons on them"", ""an image of a headphone that is white in color"", ""features of this product : white headphones"", ""a detailed description of the product : headphones on a white background"", ""the headphones are all white and one black one is black, one has silver""]"
